project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage,yml_size
passit/passit-marketing,passit,CSS,true,false,false,2,false,true,true,false,27
epixelgame/epixel,epixelgame,C,true,false,false,1,true,false,false,false,23
twittner/cbor-codec,twittner,Rust,true,false,false,3,false,true,true,false,28
neucrypt/anonize2,neucrypt,C++,true,false,false,1,true,false,false,false,18
pushrocks/gulp-function,pushrocks,TypeScript,true,false,false,4,false,true,false,true,126
LaiCare/laicare,LaiCare,Java,true,false,false,1,false,true,false,false,19
stackshuttle/blogie,stackshuttle,Elixir,true,false,false,1,false,true,false,false,23
stavros/esp-boilerplate,stavros,C++,true,false,false,1,false,true,false,false,11
sflcin/internetshutdowns,sflcin,HTML,true,false,false,1,false,false,true,false,11
ablu/bachelorthesis,ablu,TeX,true,false,false,1,false,true,false,false,10
slashdeploy/docker-ruby-boilerplate,slashdeploy,Ruby,true,false,false,1,false,true,false,false,12
mbukatov/pylatest,mbukatov,Python,true,false,false,1,false,true,false,false,33
imp/cargo-info,imp,Rust,true,false,false,2,false,true,true,false,42
CIAvash/App-Football,CIAvash,Perl6,true,false,false,1,false,true,false,false,11
markpundsack/docker-example,markpundsack,HTML,true,false,false,3,true,true,false,true,121
t.clastres/remod-racing,t.clastres,C,true,false,false,1,false,true,false,false,23
maidsafe/maidsafe.gitlab.io,maidsafe,HTML,true,false,false,1,false,false,true,false,12
nieper/rapid-scheme,nieper,Scheme,true,false,false,1,false,true,false,false,16
alti2d/server_patches,alti2d,Java,true,false,false,2,true,false,false,true,38
multiphenics/multiphenics,multiphenics,Python,true,false,false,4,true,true,false,true,133
thelabnyc/django-logpipe,thelabnyc,Python,true,true,false,1,false,true,false,false,50
gitlab-org/end-user-training-slides,gitlab-org,JavaScript,true,false,false,2,true,false,false,false,30
samcns/uzu,samcns,Perl6,true,false,false,1,false,true,false,false,12
stavros/espota-server,stavros,Rust,true,false,false,1,true,false,false,false,12
ArmaOnUnix/armaonunix.gitlab.io,ArmaOnUnix,HTML,true,false,false,1,false,false,true,false,11
JaMeZ-B/LaTeX-WWU,JaMeZ-B,TeX,true,false,false,1,true,false,false,false,107
fitters/xfitter,fitters,Fortran,true,false,false,2,false,false,false,false,33
gitlab-examples/velociraptor,gitlab-examples,HTML,true,false,false,3,true,true,false,true,109
saomc/saoui-1.10.2,saomc,HTML,true,false,false,1,false,true,false,false,27
foodsharing-dev/images,foodsharing-dev,Shell,true,false,false,1,false,true,false,false,13
Rich-Harris/pathologist,Rich-Harris,JavaScript,true,false,false,1,false,true,false,false,12
skyzohkey/PwassonEngine,skyzohkey,JavaScript,true,false,false,1,false,true,false,false,13
janispritzkau/node-rcon-client,janispritzkau,TypeScript,true,false,false,1,false,true,false,false,9
sofreeus/sfs-method,sofreeus,HTML,true,false,false,1,false,true,false,false,6
mikefromit/sir-bot-a-lot,mikefromit,Python,true,true,false,2,true,true,false,false,26
imp/rustdocker,imp,Shell,true,false,false,6,true,true,false,false,107
digested/node-digest,digested,JavaScript,true,false,false,5,true,true,true,true,528
creato/pub-sub,creato,Rust,true,false,false,1,false,true,false,false,20
noosfero-themes/angular-theme,noosfero-themes,TypeScript,true,false,false,2,true,true,false,false,45
bitfireAT/cert4android,bitfireAT,Kotlin,true,false,false,1,false,true,false,false,29
e62Lab/e62numcodes,e62Lab,Mathematica,true,false,false,1,false,true,false,false,44
buildfunthings/trivia,buildfunthings,Clojure,true,false,false,1,false,true,false,false,25
anden3/Craftmine,anden3,C++,true,false,false,1,false,true,false,false,67
HerculesWS/Hercules,HerculesWS,C,true,false,false,6,false,true,false,false,1232
gitlab-cookbooks/gitlab-prometheus,gitlab-cookbooks,Ruby,true,false,false,3,false,true,false,true,43
gitlab-cookbooks/gitlab-haproxy,gitlab-cookbooks,HTML,true,false,false,2,false,false,false,true,60
weburger/angular-material-weburger,weburger,JavaScript,true,false,false,1,false,true,false,false,18
poopsquare/rockbooks,poopsquare,Elixir,true,false,false,1,false,true,false,false,17
tractatus/tractatus.gitlab.io,tractatus,JavaScript,true,false,false,1,false,true,false,false,11
osas/community-cage-infra-ansible,osas,Python,true,false,false,1,false,true,false,false,37
resume/resume.gitlab.io,resume,JavaScript,true,false,false,1,false,false,true,false,31
open_nsfw/open_nsfw.gitlab.io,open_nsfw,HTML,true,false,false,1,false,true,false,false,10
barrel-db/match_trie,barrel-db,Erlang,true,false,false,1,false,true,false,false,6
packaging/nextcloud-client,packaging,Shell,true,false,false,3,false,false,false,false,51
FraME-projects/PyFraME,FraME-projects,Python,true,true,false,3,false,true,false,false,60
morph027/x2go-mate-docker,morph027,Shell,true,false,false,2,false,true,false,false,24
BackStopThemes/ThemeCoreV2,BackStopThemes,CSS,false,false,false,0,false,false,false,false,1
staywoke/catalyst,staywoke,Ruby,true,false,false,1,false,false,true,false,39
lsilvest/ztsdb,lsilvest,C++,true,false,false,1,true,false,false,false,31
UnderWaterRugbyHorn/underwaterrugbyhorn,UnderWaterRugbyHorn,JavaScript,true,false,false,1,false,true,false,false,15
ArjunShankar/angular2-template-project,ArjunShankar,TypeScript,true,false,false,1,true,false,false,false,16
sat-metalab/shmdata,sat-metalab,C++,true,false,false,5,false,true,true,false,84
gitlab-cog/gitlab-admin,gitlab-cog,Ruby,true,false,false,2,false,true,true,false,55
gitlab-examples/openshift-deploy,gitlab-examples,Shell,true,false,false,1,false,false,true,false,24
mehranrasulian/laravel-sample,mehranrasulian,PHP,true,false,false,2,false,true,true,false,40
axet/android-sms-gate,axet,JavaScript,true,false,false,1,false,false,true,false,10
forrestab/dotnet-gitlab-ci,forrestab,C#,true,false,false,2,true,true,false,false,27
mvgames/ataque_zombie,mvgames,C,true,false,false,2,true,true,false,false,67
zefiris/tenhou-client,zefiris,JavaScript,true,false,false,1,false,true,false,false,7
finding-ray/antikythera,finding-ray,Python,true,true,false,4,false,true,true,false,192
tvaughan/docker-flask-starterkit,tvaughan,Python,true,false,false,3,false,true,false,false,57
jlack/rdl,jlack,C++,true,false,false,3,false,true,false,false,105
fatihacet/fatihacet.gitlab.io,fatihacet,CSS,true,false,false,1,false,true,false,false,17
oly-exams/exam_tools,oly-exams,Python,true,true,false,2,true,false,false,true,43
partylab/queue-dj,partylab,Vue,true,false,false,2,false,true,false,false,25
yiisoft/yii2,yiisoft,PHP,true,false,false,2,false,true,false,false,113
ContinuousEvolution/continuous-evolution,ContinuousEvolution,Go,true,false,false,5,true,true,false,false,163
CSUI-AdvProg-2017/lab-exercises,CSUI-AdvProg-2017,Python,true,true,false,2,true,true,false,false,268
mechaxl/dds-rs,mechaxl,Rust,true,false,false,1,false,true,false,false,49
tahahawa/discord-markov-bot,tahahawa,Rust,true,false,false,2,true,false,false,false,73
julrich/QtPromise,julrich,C++,true,false,false,3,true,true,true,false,89
picter/labeljack,picter,TypeScript,true,false,false,1,false,true,false,false,23
jasonmm/baseball-stats-db,jasonmm,PLpgSQL,true,false,false,1,false,true,false,false,26
PPL2017csui/PPLA4,PPL2017csui,JavaScript,true,false,false,2,false,true,true,false,48
PPL2017csui/PPLD1,PPL2017csui,Ruby,true,false,false,1,false,true,false,false,80
PPL2017csui/PPLB2,PPL2017csui,Java,true,false,false,3,true,true,false,false,77
to1ne/org-gitlab,to1ne,EmacsLisp,true,false,false,1,false,true,false,false,13
PPL2017csui/PPLC3,PPL2017csui,JavaScript,true,false,false,1,false,true,false,false,43
PPL2017csui/PPLB1,PPL2017csui,JavaScript,true,false,false,1,false,true,false,false,34
winniehell/file-name-linter,winniehell,JavaScript,true,false,false,2,false,true,false,false,33
penkit/penkit,penkit,Ruby,true,false,false,2,true,true,false,false,13
fatihacet/turkcekaynaklar-com,fatihacet,CSS,true,false,false,1,false,false,true,false,27
eval/total_recall,eval,Ruby,true,false,false,1,false,true,false,false,21
checkmein2/checkmein2-ui,checkmein2,JavaScript,true,false,false,1,false,false,false,false,16
noppo/ember-quill,noppo,JavaScript,true,false,false,1,false,true,false,false,10
haway-test/gitlab-class,haway-test,HTML,true,false,false,3,true,true,true,false,44
anarcat/ecdysis,anarcat,Python,true,false,false,1,false,true,false,false,32
kataik/EnvironmentTracker,kataik,C#,true,false,false,5,true,true,false,true,70
GitLabRGI/nsg/gpep,GitLabRGI,JavaScript,true,false,false,4,false,false,false,false,80
dotnetthoughts/MVCApp,dotnetthoughts,C#,true,false,false,1,false,true,false,false,10
oer/OS,oer,TeX,true,false,false,1,false,false,true,false,18
keerthik/dicestorm,keerthik,JavaScript,true,false,false,1,false,true,false,false,30
grabl/grabl,grabl,Groovy,true,false,false,3,true,true,true,false,61
altifalante/altifalante,altifalante,JavaScript,true,false,false,1,false,true,false,false,11
metasyntactical/composer-plugin-license-check,metasyntactical,PHP,true,false,false,1,false,true,false,false,24
c-sky/buildroot,c-sky,Makefile,true,false,false,7,true,true,false,false,541
mondwan/py-use_mock,mondwan,Python,true,true,false,2,false,true,true,false,49
atorresm/NASAImages,atorresm,Java,true,false,false,1,true,false,false,false,42
documentarian/documentarian,documentarian,PowerShell,true,false,false,3,true,true,true,false,62
inkscape/inkscape-ci-docker,inkscape,,true,false,false,1,true,false,false,false,12
lolPants/stream-role-bot,lolPants,JavaScript,true,false,false,3,true,true,false,true,37
recalbox/ops/nodebb,recalbox,Shell,true,false,false,1,true,false,false,false,29
gitlab-cookbooks/gitlab_openvpn,gitlab-cookbooks,HTML,true,false,false,2,false,true,false,true,28
sat-metalab/SATIE,sat-metalab,SuperCollider,true,false,false,1,false,true,false,false,14
aaronkho/GPR1D,aaronkho,Python,true,false,false,1,false,true,false,false,71
paveltizek/gitlab-api,paveltizek,PHP,true,false,false,3,false,true,true,true,33
Orange-OpenSource/gitlab-buildpkg-tools,Orange-OpenSource,Shell,true,false,false,6,true,true,true,true,262
SEMERU-Code-Public/Android/Mutation/MDroidPlus,SEMERU-Code-Public,Java,true,false,true,2,true,true,false,false,27
mdymel/aspdocker,mdymel,C#,true,false,false,1,true,false,false,false,16
gitlab-com/gitlab-dns,gitlab-com,,true,false,false,2,false,false,true,false,31
chusiang/coscup2017-cd-demo,chusiang,HTML,true,false,false,4,true,true,true,true,68
gitlab-org/gitter/gitter-markdown-processor,gitlab-org,JavaScript,true,false,false,2,true,true,false,false,38
hectorm/hblock,hectorm,Shell,true,false,false,5,true,true,true,false,174
samthursfield/tagcloud,samthursfield,Python,true,false,false,1,false,true,false,false,54
hathi-social/hathi-server,hathi-social,Go,true,false,false,1,true,false,false,false,13
qaclana/qaclana,qaclana,Go,true,false,false,3,true,false,false,true,72
librespacefoundation/satnogs/satnogs-db,librespacefoundation,Python,true,true,false,8,true,true,true,false,216
Dolori/Dolori,Dolori,C++,true,false,false,1,true,false,false,false,21
nuntius35/wps,nuntius35,Java,true,false,false,1,true,false,false,false,33
skosh/falcon-helpers,skosh,Python,true,false,false,1,false,true,false,false,14
opensourcediversity/opensourcediversity.org,opensourcediversity,HTML,true,false,false,1,false,false,true,false,13
dalton/lsdalton,dalton,Fortran,true,false,false,1,false,true,false,false,149
camillebucatcat/bulma-templates,camillebucatcat,CSS,true,false,false,1,false,false,true,false,11
seancl/screeps-autobahn,seancl,JavaScript,true,false,false,1,false,true,false,false,14
gitlab-org/gitlab-ci-multi-runner-backup,gitlab-org,Go,true,false,false,6,true,true,false,true,271
CSUI-ITProject-2017/KI2/Codebase,CSUI-ITProject-2017,Ruby,true,false,false,2,false,true,true,false,42
yunity/ukuvota-quasar,yunity,Vue,true,false,false,5,true,true,false,true,78
eigan/changelog,eigan,PHP,true,false,false,1,false,true,false,false,28
aterlamia/ci-wallboard,aterlamia,TypeScript,true,false,false,1,false,false,true,false,25
gitlab-org/gitlab-styles,gitlab-org,Ruby,true,false,false,1,false,true,false,false,13
librespacefoundation/satnogs/gr-satnogs,librespacefoundation,C++,true,false,false,4,true,true,true,false,138
rgaiacs/blogdown-gitlab,rgaiacs,HTML,true,false,false,1,false,true,false,false,16
gxworks/Dib2Qm,gxworks,Java,true,false,false,1,false,true,false,false,25
almarklein/bsdf,almarklein,Python,true,false,false,2,false,true,true,false,180
fpdpy/fpd,fpdpy,Python,true,false,false,2,false,true,true,false,113
spider-network/mindex,spider-network,Ruby,true,false,false,2,false,true,false,true,44
energievalsabbia/aurorapy,energievalsabbia,Python,true,false,false,1,false,true,false,false,31
ModernisingMedicalMicrobiology/CRuMPIT,ModernisingMedicalMicrobiology,Python,true,true,false,1,false,true,false,false,11
manuelteillet/pict-tools,manuelteillet,Python,true,false,false,1,false,true,false,false,19
ra_kete/android-sparse-rs,ra_kete,Rust,true,false,false,1,false,true,false,false,15
kobvel/ng-gitlab-firebase,kobvel,TypeScript,true,false,false,2,false,true,true,false,33
asu-capstone-team-6/ar-navigator,asu-capstone-team-6,Java,true,false,false,3,true,false,true,false,57
gfelbing/annotate,gfelbing,TypeScript,true,false,false,2,true,false,true,false,39
deltares/imod-python,deltares,Python,true,false,false,1,false,true,false,false,39
SUSE-UIUX/eos-icons,SUSE-UIUX,HTML,true,false,false,2,false,true,false,true,24
intr0/DomainVoider,intr0,HTML,true,false,false,1,false,false,true,false,11
web3-sh/devkit,web3-sh,JavaScript,true,false,false,2,false,true,false,false,34
inkscape/inkscape-docs/documentation,inkscape,HTML,true,false,false,2,true,false,true,false,103
eclufsc/ophidian,eclufsc,C++,true,false,false,1,true,false,false,false,160
TeamSPD/Chirp,TeamSPD,CSS,true,false,false,1,false,true,false,false,58
gitlab-com/environments,gitlab-com,HCL,true,false,false,8,false,true,false,false,343
frontendne/devs-against-humanity,frontendne,JavaScript,true,false,false,2,false,true,true,false,28
clitellum/clitellum,clitellum,Python,true,false,false,1,false,true,false,false,9
kubouch/ci-test,kubouch,,true,false,false,4,false,true,false,false,93
NERSC/nersc.gitlab.io,NERSC,CSS,true,false,false,4,true,true,true,false,95
gitlab-org/prometheus-storage-migrator,gitlab-org,Go,true,false,false,2,true,true,false,false,22
smallstack/infrastructure/gitlab-runner-cli,smallstack,TypeScript,true,false,false,1,false,true,false,false,8
inorton/junit2html,inorton,Python,true,false,false,1,false,true,false,false,27
socrates-conference/socrates-server,socrates-conference,JavaScript,true,false,false,7,true,true,false,true,222
Eusebius1920/ember-cli-build-variants,Eusebius1920,JavaScript,true,false,false,2,false,true,true,false,28
vise890/scribe,vise890,Clojure,true,false,false,2,false,true,true,false,24
RobertCzinege/freebie-api-server,RobertCzinege,JavaScript,true,false,false,1,true,false,false,false,25
nd-cse-20289-sp18/cse-20289-sp18-assignments,nd-cse-20289-sp18,Shell,true,false,false,1,false,true,false,false,4
flectra-hq/docker,flectra-hq,Shell,true,false,false,1,true,false,false,false,24
jbrassard/revolvairapi,jbrassard,PHP,true,false,false,1,false,true,false,false,13
gitlab-org/ci-cd/gcp-exporter,gitlab-org,Go,true,false,false,4,true,true,false,true,111
williamyaoh/shrinkwraprs,williamyaoh,Rust,true,false,false,2,true,true,false,false,25
tessia-project/tessia-baselib,tessia-project,Python,true,true,false,3,true,false,false,false,39
linux-wiiu/linux-loader,linux-wiiu,C,true,false,false,1,true,false,false,false,13
linux-wiiu/debian-wiiu-repo,linux-wiiu,HTML,true,false,false,2,true,false,true,false,25
semantic-jail/php-ivoox-api-client,semantic-jail,PHP,true,false,false,2,false,false,false,false,42
thorgate-public/django-project-template,thorgate-public,Python,true,false,false,1,false,true,false,false,56
PPL2018csui/Kelas-D/PPL2018-D7,PPL2018csui,Java,true,false,false,5,true,false,true,false,117
meltano/meltano-elt,meltano,Shell,true,false,false,2,true,false,false,false,39
srwk/gitlab-handbook-kr,srwk,HTML,true,false,false,1,false,true,false,false,20
FiniteReality/Finite.Commands,FiniteReality,C#,true,false,false,3,true,true,false,true,40
orbtk/orbtk,orbtk,Rust,true,false,false,1,false,true,false,false,36
Olympus_Labs/olympus-protocol,Olympus_Labs,JavaScript,true,false,false,4,true,true,true,false,69
mexus/futures-retry,mexus,Rust,true,false,false,1,false,true,false,false,27
coala/mobans,coala,Python,true,false,false,1,false,true,false,false,84
libssh/libssh-mirror,libssh,C,true,false,false,1,false,true,false,false,429
twitch4j/twitch4j,twitch4j,Java,true,false,false,5,true,true,false,false,90
costrouc/pysrim,costrouc,Python,true,false,false,2,false,true,true,false,77
ToxiClaw/LatexTemplate,ToxiClaw,TeX,true,false,false,1,false,true,false,false,21
nutanix/xray-scenarios,nutanix,,true,false,false,1,true,false,false,false,11
zhukovgreen/pozemky,zhukovgreen,Python,true,false,false,2,true,true,false,false,28
alantrick/django-vox,alantrick,Python,true,false,false,2,false,true,true,false,31
asyncjdbc/asyncjdbc,asyncjdbc,Java,true,false,false,3,true,true,true,false,40
pgjones/quart-cors,pgjones,Python,true,false,false,1,false,true,false,false,11
goodvibes/goodvibes,goodvibes,C,true,false,false,1,true,false,false,false,44
atomsandbits/atomsandbits,atomsandbits,JavaScript,true,false,false,2,false,true,true,false,67
kurant-open/m3d,kurant-open,Python,true,false,false,1,false,true,false,false,10
GNULand/ubuntu-for-newcomers,GNULand,CSS,true,false,false,1,false,true,false,false,21
Flockademic/plaudit,Flockademic,TypeScript,true,false,false,6,false,true,true,false,353
sj14/gosh,sj14,Go,true,false,false,2,true,true,false,false,35
python-devs/importlib_metadata,python-devs,Python,true,false,false,3,false,true,true,false,50
kornelski/cloudflare-zlib-sys,kornelski,Rust,true,false,false,1,false,true,false,false,7
serebit/diskord,serebit,Kotlin,true,false,false,3,true,true,true,false,79
BrianAllred/NYoutubeDL,BrianAllred,C#,true,false,false,2,true,true,false,false,25
more-cores/laravel-restcord,more-cores,PHP,true,false,false,1,false,true,false,false,28
EMC-Framework/EMC,EMC-Framework,Java,true,false,false,1,false,true,false,false,6
bitseater/meteo,bitseater,Vala,true,false,false,2,true,false,false,false,93
Salamek/gitlab-tools,Salamek,Python,true,true,false,4,false,true,true,false,125
barbalet/nobleape,barbalet,C,true,false,false,2,true,true,false,false,28
georg.mittendorfer/piri,georg.mittendorfer,Java,true,false,true,1,false,true,false,false,21
duncan-bayne/heroku-buildpack-common-lisp,duncan-bayne,Shell,true,false,false,1,false,true,false,false,7
rilian-la-te/musl-locales,rilian-la-te,C,true,false,false,1,true,false,false,false,26
videlec/pplpy,videlec,Python,true,true,false,1,false,true,false,false,40
victorlapin/flasher,victorlapin,Kotlin,true,false,false,1,true,false,false,false,36
elad.noor/equilibrator,elad.noor,HTML,true,false,false,1,false,true,false,false,12
deltarena/hsgs-hackathon-18,deltarena,JavaScript,true,false,false,1,false,false,true,false,8
JuliaGPU/LLVM.jl,JuliaGPU,Julia,true,false,false,1,false,true,false,false,55
qeef/mapathoner,qeef,Java,true,false,false,3,true,true,true,false,67
eidheim/react-simplified,eidheim,JavaScript,true,false,false,1,false,true,false,false,21
vala-panel-project/vala-panel,vala-panel-project,C,true,false,false,2,true,false,false,true,49
OsloMet-ABI/nikita-noark5-core,OsloMet-ABI,Java,true,false,true,3,true,true,false,false,99
pingus/pingus,pingus,C++,true,false,false,1,true,false,false,false,105
hesperos/napi,hesperos,Shell,true,false,false,3,true,true,true,false,49
toby3d/mypackbot,toby3d,Go,true,false,false,2,true,true,false,false,47
stinovlas/django-dkim,stinovlas,Python,true,false,false,3,false,true,false,false,52
jenx/import-batteries-talk,jenx,JavaScript,true,false,false,1,false,false,true,false,13
jtaimisto/bluewalker,jtaimisto,Go,true,false,false,2,true,true,false,false,17
ydkn/capistrano-git-copy,ydkn,Ruby,true,false,false,3,true,false,false,false,41
ourmarkas/gutenberg,ourmarkas,CSS,true,false,false,1,false,false,true,false,23
Shinobi-Systems/ShinobiDocker,Shinobi-Systems,Shell,true,false,false,1,true,false,false,false,24
aurorafossorg/p/framework/core,aurorafossorg,C,true,false,false,4,true,true,false,true,210
otherbenji/TexFactory,otherbenji,C#,true,false,false,1,false,false,true,false,14
Tmpod/cyborgtoast,Tmpod,Python,true,true,false,1,false,false,false,false,42
Noughmad/serde_any,Noughmad,Rust,true,false,false,1,false,true,false,false,22
nul.one/rundoc,nul.one,Python,true,false,false,1,false,true,false,false,7
jaymoulin/docker-google-music-uploader,jaymoulin,Makefile,true,false,false,1,true,false,false,false,20
starbelly/soda,starbelly,Erlang,true,false,false,1,false,true,false,false,5
Piou-piou/ruined-world-front,Piou-piou,,true,false,false,1,false,true,false,false,12
ColoradoSchoolOfMines/visplay,ColoradoSchoolOfMines,C++,true,false,false,4,false,true,true,false,153
absassi/asap,absassi,CMake,true,false,false,1,true,false,false,false,50
MohamedBahmed/google-loaders-redesign,MohamedBahmed,CSS,true,false,false,1,false,false,true,false,13
picos-api/picos,picos-api,Python,true,false,false,2,false,true,true,false,112
uptimeventures/gotham-middleware-jwt,uptimeventures,Rust,true,false,false,1,false,true,false,false,17
dosuken123/thin-gdk,dosuken123,Shell,true,false,false,2,false,true,false,false,91
THUGuide/ThuGuide,THUGuide,HTML,true,false,false,1,false,true,false,false,19
blacknet-ninja/blacknet-ninja.gitlab.io,blacknet-ninja,JavaScript,true,false,false,1,false,true,false,false,31
johandurancerdas/gitlab-cicd-tutorial,johandurancerdas,JavaScript,true,false,false,2,false,true,true,false,45
ukfast/docs.ukfast.co.uk,ukfast,Shell,true,false,false,2,true,false,true,false,31
equinox-sdr/equinox,equinox-sdr,C++,true,false,false,2,true,true,false,false,58
alienspaces/arena-tactics,alienspaces,Go,true,false,false,1,false,true,false,false,24
gitlab-org/jupyterhub-user-image,gitlab-org,,true,false,false,1,true,false,false,false,25
ohboi/silly,ohboi,D,true,false,false,1,false,true,false,false,8
llhe/mobile-ai-bench,llhe,C++,true,false,false,3,false,false,false,false,51
LucasLeandroBR/learncode,LucasLeandroBR,HTML,true,false,false,1,false,false,false,true,16
m03geek/fastify-oas,m03geek,JavaScript,true,false,false,3,false,true,false,true,67
itu-auv/robosub19-main,itu-auv,CMake,true,false,false,1,true,false,false,false,27
intr0/iVOID.GitLab.io,intr0,HTML,true,false,false,1,false,false,true,false,11
teslex/gspinners,teslex,Groovy,true,false,false,2,true,false,false,true,25
inko-lang/ienv,inko-lang,Shell,true,false,false,1,false,true,false,false,8
wheresvic/software-dawg,wheresvic,CSS,true,false,false,1,false,true,false,false,14
MrCustomizer/palaver,MrCustomizer,Kotlin,true,false,false,4,true,false,false,true,73
DomainVoider.GitLab.io/iVOID,DomainVoider.GitLab.io,HTML,true,false,false,1,false,false,true,false,11
seanwasere/Seans-Angular6-Python-Flask-Boilerplate,seanwasere,TypeScript,true,false,false,1,false,true,false,false,30
aar642/shadow-appimage,aar642,Perl,true,false,false,1,true,false,false,false,16
codeearth/drawdown,codeearth,Python,false,true,false,0,false,false,false,false,1
spirited/comet,spirited,C#,true,false,false,2,true,true,false,false,28
Orange-OpenSource/lfn/onap/onap-tests,Orange-OpenSource,Python,true,true,false,5,false,true,false,true,144
schoolmouv-open-source/vue-log-worker,schoolmouv-open-source,JavaScript,true,false,false,2,false,true,false,true,21
pop-planet/maco,pop-planet,Rust,true,false,false,1,false,true,false,false,16
n0r1sk/docker-volume-cephfs,n0r1sk,Go,true,false,false,1,true,false,false,false,47
remram44/taguette,remram44,Python,true,false,false,1,false,true,false,false,59
foodsharing-dev/foodsharing-android,foodsharing-dev,Kotlin,true,false,false,4,true,true,false,true,136
intr0/AppleBlock,intr0,,true,false,false,1,false,false,true,false,12
gitlab-org/sidekiq-reliable-fetch,gitlab-org,Ruby,true,false,false,1,false,true,false,false,69
hallowatcher/chat4osu,hallowatcher,TypeScript,true,false,false,2,true,true,false,false,28
lebiniou/lebiniou,lebiniou,C,true,false,false,3,true,true,true,false,197
blendergeek/apps,blendergeek,Java,true,false,false,2,false,true,true,false,184
m03geek/fastify-metrics,m03geek,TypeScript,true,false,false,3,false,true,false,true,63
cnpsaintmartin/arpa-network,cnpsaintmartin,Vue,true,false,false,3,false,true,false,true,75
matteodc/civicwise-network-map,matteodc,JavaScript,true,false,false,1,false,false,true,false,13
eyeo/adblockplus/libadblockplus-android,eyeo,Java,true,false,false,5,true,true,false,true,132
postmarketOS/build.postmarketos.org,postmarketOS,PHP,true,false,false,1,false,true,false,false,37
prvInSpace/pinit,prvInSpace,Shell,true,false,false,1,false,true,false,false,37
Songoda/UltimateKits,Songoda,Java,false,false,true,0,false,false,false,false,1
lmcandrew/markdown-issue-viewer,lmcandrew,Ruby,true,false,false,1,false,true,false,false,9
Songoda/EpicSpawners,Songoda,Java,false,false,true,0,false,false,false,false,1
Songoda/EpicFurnaces,Songoda,Java,false,false,true,0,false,false,false,false,1
hershaw/novamud,hershaw,Python,true,true,false,1,false,true,false,false,19
efunb/read_input,efunb,Rust,true,false,false,5,false,true,false,true,113
internetarchive/kre8,internetarchive,Shell,false,false,false,0,false,false,false,false,86
codeshelter/codeshelter-web,codeshelter,Python,true,false,false,1,false,true,false,false,36
JeSuisUnDesDeux/jesuisundesdeux,JeSuisUnDesDeux,Shell,true,false,false,1,false,false,true,false,13
sgrignard/serpyco,sgrignard,Python,true,true,false,3,false,true,false,false,61
RodrigoEndellan/algo3-tp2,RodrigoEndellan,Java,true,false,false,1,false,true,false,false,4
aossie/aossie-blogs,aossie,CSS,true,false,false,2,false,true,true,false,30
gitlab-org/gl-vue-cli,gitlab-org,JavaScript,true,false,false,1,false,true,false,false,15
openpowerlifting/openlifter,openpowerlifting,JavaScript,true,false,false,2,false,true,true,false,44
gitlab-org/merge-train,gitlab-org,Shell,true,false,false,3,true,true,false,false,71
NickBusey/mashio,NickBusey,PHP,true,false,false,1,false,true,false,false,70
devops-df/2016.brasilia.devopsdays.com.br,devops-df,JavaScript,true,false,false,1,false,true,false,false,90
packet.ninja/cl-cicd,packet.ninja,Ruby,true,false,false,2,false,true,true,false,30
mjcarson/Auto-Encode,mjcarson,JavaScript,true,false,false,2,false,false,true,false,142
digitalLumberjack/microservice-royale,digitalLumberjack,Go,true,false,false,3,true,false,true,false,178
deltares/rtc-tools-channel-flow,deltares,Python,true,false,false,2,true,false,true,false,33
harbottle/wine32,harbottle,Ruby,true,false,false,10,false,false,true,false,290
zedtux/rails-react-devise-bootstrap,zedtux,Ruby,true,false,false,3,true,true,true,false,121
avolokitin/neverNote,avolokitin,Python,true,true,false,3,true,true,true,false,37
yamalight/building-products-with-js,yamalight,JavaScript,true,false,false,4,true,true,true,true,82
L0gIn/git-file-downloader,L0gIn,JavaScript,true,false,false,3,true,true,true,false,123
gitlab-org/apilab,gitlab-org,JavaScript,true,false,false,3,true,true,true,false,69
librespacefoundation/satnogs/satnogs-decoders,librespacefoundation,Python,true,false,false,6,true,true,true,false,84
saycle.xyz/saycle.server,saycle.xyz,C#,true,false,false,3,true,true,true,false,40
gvarandas/bsb-dev-festival-ci,gvarandas,JavaScript,true,false,false,4,true,true,true,false,49
nutanix/curie,nutanix,Python,true,false,false,3,false,false,false,false,239
trainline-eu/stand,trainline-eu,Ruby,true,false,false,2,true,false,true,false,28
ci-cd-demos/symfony,ci-cd-demos,PHP,true,false,false,3,true,true,true,false,61
totakoko/onetimesecret,totakoko,Go,true,false,false,4,true,true,true,false,131
materials-modeling/icet,materials-modeling,Python,true,false,false,3,true,true,true,false,143
psono/psono-client,psono,JavaScript,true,false,false,4,true,true,true,true,264
gitlab-org/gitlab_emoji,gitlab-org,Ruby,true,false,false,1,false,true,false,false,15
shared-puppet-modules-group/apt,shared-puppet-modules-group,Puppet,true,false,false,1,false,true,false,false,39
dobrado/dobrado,dobrado,JavaScript,true,false,false,1,false,true,false,false,17
warsaw/flufl.bounce,warsaw,Python,true,false,false,1,false,true,false,false,21
rpdev/opentodolist,rpdev,C++,true,false,false,4,true,false,true,false,343
xphnx/onze_cm11_theme,xphnx,,true,false,false,1,false,true,false,false,31
pdftools/pdfposter,pdftools,Python,true,false,false,1,false,true,false,false,45
