project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage
pushrocks/smartcli,pushrocks,TypeScript,TRUE,FALSE,FALSE,4,FALSE,TRUE,FALSE,TRUE
chriseaton/malk-storage-file,chriseaton,Go,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
chriseaton/malk-storage-sqlite,chriseaton,Go,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
ethanfrogers/ethanfrogers.gitlab.io,ethanfrogers,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
fabiocosta0305/fabiocosta0305.gitlab.io,fabiocosta0305,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
cdietrich/xtext-maven-example,cdietrich,Xtend,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
pendingchaos/shooty-game,pendingchaos,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
foxnewsnetwork/ember-gitlab-pages,foxnewsnetwork,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ubuntuforhope/ubuntuforhope.org,ubuntuforhope,Python,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE
carey.pridgeon/Mopfile,carey.pridgeon,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
werwurm/ichi_reloaded,werwurm,C,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
sunng/sunng.gitlab.io,sunng,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
chriseaton/malk-storage,chriseaton,Go,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
Rich-Harris/buble-demo,Rich-Harris,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
thelabnyc/django-exact-target,thelabnyc,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
apetitbois/electron-polymer,apetitbois,HTML,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
jxml/JXML,jxml,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
relan/elektrichki,relan,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ymorin/buildroot,ymorin,Makefile,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
zloster/zloster.gitlab.io,zloster,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
aniemsh/aniemsh.gitlab.io,aniemsh,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
pendingchaos/Celery,pendingchaos,C,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
YerkoPalma/YerkoPalma.gitlab.io,YerkoPalma,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
DarkDNA/gentoo-overlay,DarkDNA,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bconway/go-resteasy,bconway,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
anspress/anspress,anspress,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
maratkalibek/rf-gitlab,maratkalibek,RobotFramework,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
phunehehe/foomail,phunehehe,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
xuv/git-visualization-for-designers,xuv,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
dvd0101/amaze-chemaze,dvd0101,C,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
ercom/codebeautifier,ercom,Shell,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
gab/_constructive-siteswap,gab,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
htfy96/network_algo,htfy96,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gregwinn/ystock,gregwinn,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
benoitldr/cours-maths-blandrieu,benoitldr,TeX,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
tnir/centos-for-ci,tnir,,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
thelabnyc/django-oscar/django-oscar-bluelight,thelabnyc,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
michael.lill/foodcoop,michael.lill,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
s2u/s2u-firewall,s2u,PHP,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
build-docker-images/odoo-docker-builder,build-docker-images,Shell,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE
exarh-team/skaro-qml,exarh-team,C++,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
smart-city-platform/resource-adaptor,smart-city-platform,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
sqlobject/sqlobject.gitlab.io,sqlobject,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
GustavoARod/bank-demo,GustavoARod,Java,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
minzhang/gitci_test,minzhang,,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE
Gluttton/PslRK,Gluttton,C++,TRUE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE
smart-city-platform/resources-catalog,smart-city-platform,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
duncan-bayne/toy-robot,duncan-bayne,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
unq-ing-laannn/qflix,unq-ing-laannn,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
SouWilliams/docker-gitlab,SouWilliams,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
pallavagarwal07/pallavagarwal07.gitlab.io,pallavagarwal07,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
madoushi/sbt-sass,madoushi,Scala,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bchevalier/gitutils,bchevalier,Shell,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
cage1016/gae-flask,cage1016,Python,TRUE,TRUE,FALSE,2,FALSE,TRUE,TRUE,FALSE
jimakker/appkg,jimakker,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
victorhck/git_chuleta_comandos,victorhck,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
mobilinepl/fedoraprovisioning,mobilinepl,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
eternalconstruct/analyst,eternalconstruct,Swift,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
sycom/sycom.gitlab.io,sycom,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
courses-online/materialize,courses-online,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Boelensman1/SpaceS-DB-Frontend,Boelensman1,JavaScript,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE
Zatherz/minifs,Zatherz,MoonScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
infmagic2047/minetest-lexip16,infmagic2047,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
orobardet/3DPTools,orobardet,HTML,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
SpaceTrucker/modular-spring-contexts,SpaceTrucker,Java,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
brenddongontijo/SMI-UnB,brenddongontijo,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
pank/org-mode-gitlab-pages,pank,EmacsLisp,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
thelabnyc/django-oscar/django-oscar-wfrs,thelabnyc,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
seanclayton/neato,seanclayton,JavaScript,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
tsgkdt/sphinx-plantuml,tsgkdt,Python,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE
drdaeman/firesync,drdaeman,Python,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,TRUE
burke-software/simple-asymmetric-python,burke-software,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
OpenMusicKontrollers/moony.lv2,OpenMusicKontrollers,C,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
welcheb/docker_slides2txt,welcheb,Shell,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
dromi/dromi,dromi,Go,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
dragonislands/web,dragonislands,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
coala/coala-bear-management,coala,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
jangorecki/macrobenchmark,jangorecki,R,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
jmabey/docker-sqitch,jmabey,Makefile,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
docker-tor/tor-browser,docker-tor,Shell,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
jensastrup/pyOutlook,jensastrup,Python,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE
sycom/userScripts,sycom,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
kaliko/mkdocs-cluster,kaliko,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
xinef/brainy-config-frontend,xinef,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
lechuckcaptain/discount-ascii-warehouse,lechuckcaptain,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
chubbssolutions/hnbot,chubbssolutions,Go,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE
improbible/improbible,improbible,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE
xinef/brainy-config-backend-java,xinef,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
dockdogs/dockdogs-affiliate-handbook,dockdogs,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
jzelner/hotspotr,jzelner,CSS,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
dlozeve/dlozeve.gitlab.io,dlozeve,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ananthurv/finite-automaton,ananthurv,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bnc9/map-publish,bnc9,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
attila.farago.hu/EV3TreeVisualizer,attila.farago.hu,C#,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
csfalcao/gitlabsite,csfalcao,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
heatray/innovation,heatray,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
IPMsim/Virtual-IPM,IPMsim,Python,TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE
brett.timperman/ab-reference,brett.timperman,Shell,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
4geit/blog,4geit,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
samba/webapptitude,samba,Python,TRUE,TRUE,FALSE,4,FALSE,TRUE,TRUE,FALSE
nkovacs/docker_test,nkovacs,,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-examples/lfs,gitlab-examples,,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
barkerja/Hal,barkerja,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bahmutov/cypress-example-kitchensink,bahmutov,HTML,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
joaoevangelista/fireplace,joaoevangelista,Ruby,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE
adrian.io/wsdemo,adrian.io,JavaScript,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
wikiti-random-stuff/jquery-paginate,wikiti-random-stuff,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
simonbreiter/node-text-adventure-engine,simonbreiter,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
unduthegun/stellaris-emblem-lab,unduthegun,CommonWorkflowLanguage,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
tfSheol/Omegle-Client,tfSheol,Java,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
4geit/domains,4geit,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
starke/domains,starke,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
victorhck/GNU-Linux_clock,victorhck,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
voj-tech/vtcompose,voj-tech,PHP,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
gbraad/openstack-client,gbraad,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
mfgames-writing/mfgames-writing-format-js,mfgames-writing,TypeScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE
hsafoundation-spb/HSAIL-Tools,hsafoundation-spb,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
xinef/brainy-web-frontend,xinef,JavaScript,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
richizo/ichizo.me,richizo,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
rh-kernel-stqe/python-libsan,rh-kernel-stqe,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gbraad/byo-atomic-fedora,gbraad,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gbraad/c9ide,gbraad,Shell,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
kermit-js/kermit-js.gitlab.io,kermit-js,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
laescalera/twister-jekyll-theme,laescalera,HTML,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
janslow/gitlab-swagger-client,janslow,TypeScript,TRUE,FALSE,FALSE,4,TRUE,TRUE,FALSE,TRUE
ngthorg/graphql-demo,ngthorg,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bogaert/alpine-lftp,bogaert,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
jpahullo/php-project,jpahullo,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
mcallan83/media,mcallan83,Shell,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
ajclarke/neo-fighting-dojo,ajclarke,C++,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
Mumba/node-config,Mumba,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Mumba/node-config-vault,Mumba,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Mumba/node-vault,Mumba,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
AnnaDodson/annadodson,AnnaDodson,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
victorhck/guia_openSUSE,victorhck,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
universe6/selfstudythai,universe6,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
nkovacs/docker-builder,nkovacs,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
wayanjimmy/wayanjimmy.gitlab.io,wayanjimmy,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
lightningwolf/lightningwolf-sds,lightningwolf,Python,TRUE,FALSE,FALSE,5,FALSE,TRUE,FALSE,FALSE
gggauravgandhi/preeminence-website,gggauravgandhi,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
honma.shun/sample-app,honma.shun,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gitlab-examples/manual-actions,gitlab-examples,,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
wurssb/NG-Tax,wurssb,Java,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE
thinkking/thinkking.gitlab.io,thinkking,CSS,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
cleto/accli,cleto,Python,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ChangjunZhao/helloworld_goweb,ChangjunZhao,Go,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
nasa-jsc-robotics/r2_moveit_config,nasa-jsc-robotics,CMake,TRUE,FALSE,FALSE,3,TRUE,FALSE,TRUE,FALSE
nasa-jsc-robotics/r2_gazebo,nasa-jsc-robotics,Python,TRUE,FALSE,FALSE,3,TRUE,FALSE,TRUE,FALSE
saasdm/angular-saasdm,saasdm,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
jasperdenkers/lunatech-demo-ci-scala-sbt,jasperdenkers,Scala,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
jasperdenkers/lunatech-demo-cd-play-scala-heroku,jasperdenkers,Scala,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
Mumba/node-microservice-vault,Mumba,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
wulingying/wulingying.gitlab.io,wulingying,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
iladin/dotfiles,iladin,Shell,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
systent/dj_auth,systent,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
nikhiljha/Gradebook,nikhiljha,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
andrewbanchich/highlights-jekyll-theme,andrewbanchich,CSS,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
andrewbanchich/future-imperfect-jekyll-theme,andrewbanchich,CSS,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
andrewbanchich/strata-jekyll-theme,andrewbanchich,CSS,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
andrewbanchich/lens-jekyll-theme,andrewbanchich,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
fiveop/ultimate-drill-cards,fiveop,TeX,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
davidwiggins3/visiting-route-planner,davidwiggins3,Java,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
lexxyfox/TCSGE_H5,lexxyfox,LiveScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
brianstarke/go-beget,brianstarke,Go,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
david_black/Supertig,david_black,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
david_black/Zombie-killer,david_black,JavaScript,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
markpundsack/velociraptor,markpundsack,HTML,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE
tfSheol/Gitlab-Builds-updater,tfSheol,Java,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
blue-media/online-payments-php,blue-media,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
deckar01/xterm-display,deckar01,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Rich-Harris/pathologist-demo,Rich-Harris,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
gbraad/blog,gbraad,Makefile,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE
aldgagnon/betterWMU,aldgagnon,JavaScript,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
haeqs/haeqs.gitlab.io,haeqs,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
waylon531/merkle-rs,waylon531,Rust,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE
AGausmann/samurai,AGausmann,Java,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE
my-application.bjoernbartels.earth/ZfcUser,my-application.bjoernbartels.earth,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
barrel-db/erlang-lru,barrel-db,Erlang,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
buckybox/buckybox-api-ruby,buckybox,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
akrisiun/Folder,akrisiun,C#,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
vnphp/geocoder-bundle,vnphp,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
sgj/platform,sgj,Python,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
wurssb/ngtax,wurssb,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
martynbristow/gabbi,martynbristow,Python,TRUE,TRUE,FALSE,2,FALSE,TRUE,FALSE,FALSE
idlemoor/idlemoor.gitlab.io,idlemoor,HTML,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
baldvinth/eve.singlesignon,baldvinth,C#,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
Adam-/jircd,Adam-,Java,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
scrambledrk/huntsman,scrambledrk,Haxe,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
davabe/aged,davabe,Ruby,TRUE,FALSE,FALSE,5,TRUE,TRUE,TRUE,TRUE
jangorecki/pkg-openCRAN,jangorecki,R,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
vnphp/fragment-bundle,vnphp,PHP,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
sukalde/sukalde.gitlab.io,sukalde,HTML,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
ttd/ttd.gitlab.io,ttd,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
barraponto/barraponto.gitlab.io,barraponto,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
mallgroup/mpapi-client,mallgroup,PHP,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE
sommd/multimedia-majorwork,sommd,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
Plague_Doctor/plague-nvim,Plague_Doctor,Vimscript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
villagedefrance/OpenCart-Overclocked,villagedefrance,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
AdamSimpson/cuda_mpi_benchmark,AdamSimpson,C++,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
bahmutov/batched-semantic-release,bahmutov,,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
sirile/go-image-test,sirile,Go,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
sf-byte-days/sms2bot,sf-byte-days,Java,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
thangngoc89/dnh-cpp,thangngoc89,JavaScript,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
unifi-f4w/oauth2-checker,unifi-f4w,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
karlmarx80/palarust,karlmarx80,Rust,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
SnareChops/notator.online,SnareChops,TypeScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
sverweij/state-machine-cat,sverweij,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
libereco/fsmk-web-build,libereco,HTML,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
UdM/pybinit,UdM,Python,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
lobaro/firefly-go,lobaro,Go,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE
melihovv/petri-dish,melihovv,Java,TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE
gbraad/blog-content,gbraad,Shell,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE
webarch/webarch-status,webarch,HTML,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
Zatherz/robot,Zatherz,Crystal,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
icalF/node-dashboard,icalF,JavaScript,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
vnphp/calendar,vnphp,PHP,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
fcv/hello-spring-rest-service,fcv,Java,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE
lambdait/slack-vk-bot,lambdait,Python,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE
rubygems/instagram-ripper,rubygems,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
abhi18av/ToDo.abhi18av.gitlab.io,abhi18av,HTML,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE
DublinAnime/dublinanime.ie,DublinAnime,CSS,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE
sivsushruth/barrel,sivsushruth,Erlang,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
fweber-de/docker-php,fweber-de,Shell,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE
dblel/adioh,dblel,Ruby,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
craftsmen/spock-example,craftsmen,Groovy,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE
painless-software/painless-continuous-delivery,painless-software,PHP,TRUE,FALSE,FALSE,4,TRUE,TRUE,TRUE,FALSE
getmetorajesh/BakeryChallenge,getmetorajesh,Scala,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
